id,value
Bad reviews.Topic 5.chicken,0.0052886712
Bad reviews.Topic 5.sushi,0.005197805
Bad reviews.Topic 5.like,0.0046008183
Bad reviews.Topic 5.just,0.0045994306
Bad reviews.Topic 5.pho,0.0042957244
Bad reviews.Topic 5.service,0.004141223
Bad reviews.Topic 5.rice,0.0039806142
Bad reviews.Topic 5.really,0.003851529
Bad reviews.Topic 5.ordered,0.003590369
Bad reviews.Topic 5.better,0.0033229222
Bad reviews.Topic 5.great,0.0031286203
Bad reviews.Topic 5.time,0.003024469
Bad reviews.Topic 5.meat,0.0029443
Bad reviews.Topic 6,
Bad reviews.Topic 6.chow,0.0062176473
Bad reviews.Topic 6.ha,0.0059491177
Bad reviews.Topic 6.msg,0.0051551554
Bad reviews.Topic 6.ravioli,0.0048704096
Bad reviews.Topic 6.hut,0.0045684534
Bad reviews.Topic 6.mein,0.0044364
Bad reviews.Topic 6.ratings,0.0043091374
Bad reviews.Topic 6.positives,0.003976317
Bad reviews.Topic 6.liquid,0.003947374
Bad reviews.Topic 6.requests,0.0038751888
Bad reviews.Topic 6.los,0.003842558
Bad reviews.Topic 6.angeles,0.0035874525
Bad reviews.Topic 6.ingredient,0.003527419
Bad reviews.Topic 6.turf,0.003477101
Bad reviews.Topic 6.ave,0.003393019
Bad reviews.Topic 7,
Bad reviews.Topic 7.curry,0.019146284
Bad reviews.Topic 7.dumplings,0.005205479
Bad reviews.Topic 7.wide,0.0036258867
Bad reviews.Topic 7.likes,0.0036110124
Bad reviews.Topic 7.bellagio,0.0034071952
Bad reviews.Topic 7.planning,0.0033776562
Bad reviews.Topic 7.container,0.003353897
Bad reviews.Topic 7.speaking,0.0029657527
Bad reviews.Topic 7.pricy,0.0029461186
Bad reviews.Topic 7.social,0.0029244341
Bad reviews.Topic 7.aloha,0.0028689196
Bad reviews.Topic 7.bed,0.0027890173
Bad reviews.Topic 7.period,0.0027779718
Bad reviews.Topic 7.toilet,0.0027363095
Bad reviews.Topic 7.beds,0.0027353854
Bad reviews.Topic 8,
Bad reviews.Topic 8.tofu,0.015191606
Bad reviews.Topic 8.gluten,0.008825938
Bad reviews.Topic 8.nigiri,0.008574864
Bad reviews.Topic 8.risotto,0.006723623
Bad reviews.Topic 8.foie,0.0062227407
Bad reviews.Topic 8.gras,0.0057392027
Bad reviews.Topic 8.edamame,0.0050051813
Bad reviews.Topic 8.wasabi,0.004497176
Bad reviews.Topic 8.octopus,0.0036813284
Bad reviews.Topic 8.brisket,0.0035066896
Bad reviews.Topic 8.cucumber,0.0033557785
Bad reviews.Topic 8.kabobs,0.0033466276
Bad reviews.Topic 8.sushi,0.0031959773
Bad reviews.Topic 8.sashimi,0.0031511555
Bad reviews.Topic 8.convenience,0.0030670934
Bad reviews.Topic 9,
Bad reviews.Topic 9.good,0.006503557
Bad reviews.Topic 9.place,0.0061914218
Bad reviews.Topic 9.service,0.005436286
Bad reviews.Topic 9.just,0.005038006
Bad reviews.Topic 9.like,0.0046691205
Bad reviews.Topic 9.time,0.004254675
Bad reviews.Topic 9.really,0.0040863277
Bad reviews.Topic 9.great,0.0039311084
Bad reviews.Topic 9.order,0.003432708
Bad reviews.Topic 9.restaurant,0.0034005789
Bad reviews.Topic 9.don,0.003320885
Bad reviews.Topic 9.didn,0.0031574515
Bad reviews.Topic 9.ordered,0.0031397918
Bad reviews.Topic 9.got,0.003122534
Bad reviews.Topic 9.bar,0.0030870135
