id,value
Good reviews.Topic 3.bananas,0.0036855151
Good reviews.Topic 3.bowls,0.0036518138
Good reviews.Topic 3.airport,0.0035717266
Good reviews.Topic 3.donut,0.0034635575
Good reviews.Topic 3.overwhelming,0.0033586444
Good reviews.Topic 4,
Good reviews.Topic 4.discount,0.0076293796
Good reviews.Topic 4.beet,0.0065637976
Good reviews.Topic 4.pear,0.0061004153
Good reviews.Topic 4.ravioli,0.0060062236
Good reviews.Topic 4.legit,0.005582453
Good reviews.Topic 4.wontons,0.0052001677
Good reviews.Topic 4.puree,0.004820797
Good reviews.Topic 4.polish,0.004464988
Good reviews.Topic 4.community,0.004279254
Good reviews.Topic 4.friendliest,0.0040306165
Good reviews.Topic 4.happiness,0.003890792
Good reviews.Topic 4.seeds,0.0038418549
Good reviews.Topic 4.textures,0.003828841
Good reviews.Topic 4.lychee,0.003758547
Good reviews.Topic 4.cucumbers,0.0037524784
Good reviews.Topic 5,
Good reviews.Topic 5.good,0.0063939295
Good reviews.Topic 5.place,0.005438166
Good reviews.Topic 5.food,0.0053210887
Good reviews.Topic 5.like,0.0047021923
Good reviews.Topic 5.great,0.0043172096
Good reviews.Topic 5.just,0.0040406026
Good reviews.Topic 5.chicken,0.0038569767
Good reviews.Topic 5.really,0.003802801
Good reviews.Topic 5.time,0.0036248572
Good reviews.Topic 5.delicious,0.0036231156
Good reviews.Topic 5.love,0.0035568797
Good reviews.Topic 5.try,0.003544359
Good reviews.Topic 5.best,0.0033033781
Good reviews.Topic 5.cheese,0.0032341406
Good reviews.Topic 5.ve,0.003189264
Good reviews.Topic 6,
Good reviews.Topic 6.food,0.00903731
Good reviews.Topic 6.curry,0.009016389
Good reviews.Topic 6.great,0.0079462845
Good reviews.Topic 6.pita,0.006891349
Good reviews.Topic 6.good,0.006887928
Good reviews.Topic 6.place,0.0065800445
Good reviews.Topic 6.tofu,0.0054092226
Good reviews.Topic 6.hummus,0.0053897835
Good reviews.Topic 6.love,0.0052803047
Good reviews.Topic 6.authentic,0.0041081295
Good reviews.Topic 6.tacos,0.0040283534
Good reviews.Topic 6.service,0.0039950437
Good reviews.Topic 6.sum,0.0038395808
Good reviews.Topic 6.best,0.0037979758
Good reviews.Topic 6.beer,0.0034355156
Good reviews.Topic 7,
Good reviews.Topic 7.shaved,0.013227962
Good reviews.Topic 7.falafel,0.00978453
Good reviews.Topic 7.german,0.00747785
Good reviews.Topic 7.cooking,0.0052832793
Good reviews.Topic 7.steamed,0.0049707834
Good reviews.Topic 7.burritos,0.0048566503
Good reviews.Topic 7.blood,0.004779364
Good reviews.Topic 7.student,0.004492679
Good reviews.Topic 7.promise,0.0044089556
Good reviews.Topic 7.form,0.0040530637
Good reviews.Topic 7.ground,0.0039519356
Good reviews.Topic 7.broken,0.003578106
Good reviews.Topic 7.jimmy,0.0035697203
Good reviews.Topic 7.scones,0.0034850352
Good reviews.Topic 7.purchased,0.0034485843
Good reviews.Topic 8,
Good reviews.Topic 8.ramen,0.09618507
Good reviews.Topic 8.noodles,0.026376443
Good reviews.Topic 8.vietnamese,0.022768416
Good reviews.Topic 8.monta,0.018695964
Good reviews.Topic 8.japanese,0.017122319
Good reviews.Topic 8.broth,0.016134039
Good reviews.Topic 8.belly,0.012802025
Good reviews.Topic 8.tonkatsu,0.009026367
Good reviews.Topic 8.meatballs,0.00870277
Good reviews.Topic 8.gelato,0.008265561
Good reviews.Topic 8.da,0.006978159
Good reviews.Topic 8.noodle,0.0060642855
Good reviews.Topic 8.ono,0.0060256403
Good reviews.Topic 8.yellow,0.0051727374
Good reviews.Topic 8.bowls,0.0051508243
Good reviews.Topic 9,
Good reviews.Topic 9.truck,0.048127595
Good reviews.Topic 9.brisket,0.019121422
Good reviews.Topic 9.bagels,0.010367906
Good reviews.Topic 9.catfish,0.009482439
Good reviews.Topic 9.bagel,0.008641269
Good reviews.Topic 9.bao,0.0077884495
Good reviews.Topic 9.delivery,0.0070521655
Good reviews.Topic 9.cater,0.0056627383
Good reviews.Topic 9.shave,0.0056463424
Good reviews.Topic 9.Good reviewss,0.005405362
Good reviews.Topic 9.chilli,0.0043360475
Good reviews.Topic 9.quesadilla,0.004087839
Good reviews.Topic 9.adorable,0.004049388
Good reviews.Topic 9.phx,0.0038070327
Good reviews.Topic 9.adore,0.0035298967
